ID,Sp,state,begin,end,mu.dx,sd.dx,mu.dy,sd.dy,mu.R2n,sd.R2n,mu.x,sd.x,mu.y,sd.y,mu.dist,sd.dist,state_ordered,sinuosity,straightness,ang_vector,ang_mean,Emax,sq_disp,dc_mean,dc_sd,R2n_mean,R2n_sd,index_seg,index_seg2,Clust_SM,Clust_BnB,S_M,B_nB,Breed,Confidence,f_day,l_day,Eq,Breed_0,Check
47001001,CALBOR,1,185,228,-0.137240457825769,0.46693815828316,-0.243283122789753,1.9737054517016,321.077643146762,101.012796361351,-18.5989837156618,1.53597098448415,10.4218167157478,2.73793230712809,1.62986052328692,1.21456058206544,1,0.88,0.177,0.528,-0.093,0.448,271.97,1576.267,1572.177,321.078,101.013,4.205,17.648,1,1,Stationary,B,B,1,2002-10-21,2002-11-12,FALSE,B,Check
47001001,CALBOR,8,229,255,0.161591087448515,2.41297714039152,-0.516876875307199,2.22171628997761,3021.15973765972,1260.5500457861,-15.2218926031486,13.7329316222501,-24.1030532401095,11.9240981302457,3.04389549297177,1.24513035753356,8,0.168,0.561,0.961,0.119,9.332,1711.129,487.484,449.257,3201.202,1444.779,163.753,51.951,2,2,Mig,Non-B,mig,3,2002-11-12,2002-11-25,FALSE,mig,Ok
47001001,CALBOR,9,256,327,0.0241666732524328,0.464387783094044,0.033866460430131,0.936996867099792,3417.43733358058,177.666445906797,10.2686313963252,0.787841082529799,-24.455160406141,1.62273825998516,0.793733199398247,0.675639461011344,9,1.175,0.159,0.631,0.379,0.658,112.639,1478.685,1302.555,3417.437,177.666,1.278,58.431,1,2,Stationary,Non-B,W,2,2002-11-26,2002-12-31,FALSE,W,Ok
47001001,CALBOR,10,328,429,-0.034117151340752,0.570732907703873,0.00725981709267209,1.20117229610209,3766.09310416745,176.755036019684,11.5849347820948,0.582491913438848,-27.0513596526946,1.71040721501541,1.01612475475053,0.852670677624671,10,1.331,0.024,0.403,-0.274,0.651,297.916,1480.154,1499.152,3766.093,176.755,0.996,61.342,1,2,Stationary,Non-B,W,3,2003-01-01,2003-02-20,FALSE,W,Ok
47001001,CALBOR,8,430,441,0.161591087448515,2.41297714039152,-0.516876875307199,2.22171628997761,3021.15973765972,1260.5500457861,-15.2218926031486,13.7329316222501,-24.1030532401095,11.9240981302457,3.04389549297177,1.24513035753356,8,0.229,0.934,0.945,-0.143,3.708,477.809,772.209,635.347,2616.065,544.811,163.753,51.951,2,2,Mig,Non-B,mig,3,2003-02-21,2003-02-26,FALSE,mig,Ok
47001001,CALBOR,4,442,464,-0.00869024837105129,0.298214087471508,0.620632295990733,0.370134013045135,1376.97102070416,287.042442043255,-17.90159074143,0.596367082241709,-8.99956767351768,3.91821574614054,0.684070506237716,0.373469663776327,4,0.441,0.911,0.94,-0.06,10.295,93.748,550.355,272.804,1376.971,287.042,2.337,36.905,2,1,Mig,B,mig,3,2003-02-27,2003-03-11,TRUE,mig,Ok
47001001,CALBOR,7,465,477,-0.472874856860126,2.30219897150767,0.730389126828044,0.781342603164116,391.153292589535,233.044343834223,-16.1566966620261,2.18527517601851,9.39908349269396,6.99989117756238,1.76204603425343,1.85061812400153,7,0.621,0.748,0.733,-0.067,2.238,167.076,977.84,823.72,514.387,132.871,15.297,18.449,2,1,Mig,B,mig,3,2003-03-14,2003-03-22,TRUE,B,Ok
47001001,CALBOR,6,478,486,0.0305690526541279,0.550605201325685,-0.010954230529192,0.388379831353083,144.434425102868,28.6974673269231,-17.0815630877994,0.755553580824444,15.9795531534147,1.20598769579673,0.53482756218654,0.404398838850875,6,0.6,0.913,0.898,-0.043,9.567,13.442,569.101,294.291,146.434,35.319,0.911,11.935,2,1,Mig,B,mig,3,2003-03-25,2003-03-29,TRUE,mig,Check
47001001,CALBOR,7,487,491,-0.472874856860126,2.30219897150767,0.730389126828044,0.781342603164116,391.153292589535,233.044343834223,-16.1566966620261,2.18527517601851,9.39908349269396,6.99989117756238,1.76204603425343,1.85061812400153,7,0.142,0.996,1,-0.188,0.561,27.206,1497.282,1838.011,70.745,12.99,15.297,18.449,2,1,Mig,B,B,0,2003-03-30,2003-04-01,TRUE,B,Check
47001001,CALBOR,5,492,496,0.0313257523395507,0.636979475887839,0.0281064776594889,0.399228117433058,31.7146399320692,9.96008626938608,-17.8146284604218,0.762969571804861,22.7378100078217,0.994656935960191,0.60656856490305,0.435411561048964,5,0.748,0.933,0.731,-0.127,1,12.795,1383.832,857.967,32.948,13.772,0.759,5.494,2,1,Mig,B,B,0,2003-04-01,2003-04-05,TRUE,B,Check
47001001,CALBOR,2,497,507,-0.0161494939526848,1.04252471277471,0.0300065960349855,2.26148237386256,22.8164066111082,25.8555694278338,-18.0294316835307,1.04752632812864,30.3256175171739,3.26883599997692,1.64026806942044,1.86511144652228,2,1.108,0.742,0.576,-0.028,0.962,22.993,1408.991,805.018,6.791,3.389,3.424,3.343,2,1,Mig,B,B,3,2003-04-05,2003-04-10,TRUE,B,Ok
