Colony,Year,Producer,n_geos,mean_zenith,mean_zenith0,mean_alpha.mean,mean_alpha.sd
Veneguera,2003,Biotrack,6,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
Veneguera,2007,Biotrack,1,96.94106535465045,97.9780888498167,0.96377410762025,0.23483681406782675
