Ring,Species,Colony,geoID,geo_trip,Producer,start_year,end_year,Date_Time,tol_sep,tol_mar,lon,lat
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-17T15:32:15Z,0.16598000000000002,0.16927000000000003,-81.68134549476841,-70.99920029706678
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-17T19:50:45Z,0.16598000000000002,0.16927000000000003,-71.8347659171931,-66.24781827365194
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-18T09:02:15Z,0.16598000000000002,0.16927000000000003,-23.35692386118,-55.643571146971624
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-18T17:18:15Z,0.16598000000000002,0.16927000000000003,-22.76726578945608,-66.95024349084457
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-19T11:58:29Z,0.16598000000000002,0.16927000000000003,-44.240518594302415,-71.45529511436246
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-19T18:25:10Z,0.16598000000000002,0.16927000000000003,-49.26293969333542,-71.66416003550871
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-20T13:29:44Z,0.16598000000000002,0.16927000000000003,-22.56096786303753,-76.94313903862798
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-20T13:40:44Z,0.16598000000000002,0.16927000000000003,-21.971131597820573,-76.95741775520514
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-21T09:47:14Z,0.16598000000000002,0.16927000000000003,-21.9059411876202,-64.42866154635556
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-21T19:01:58Z,0.16598000000000002,0.16927000000000003,-22.54780535653573,-35.28995967871293
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-22T06:14:47Z,0.16598000000000002,0.16927000000000003,-12.972562330255736,6.049217134500049
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-22T20:32:42Z,0.16598000000000002,0.16927000000000003,-19.13200059492553,21.882453841616503
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-23T06:12:13Z,0.16598000000000002,0.16927000000000003,-18.99934306464064,22.222184415382763
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-23T20:32:42Z,0.16598000000000002,0.16927000000000003,-18.053287218244396,24.13270338672904
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-24T05:59:43Z,0.16598000000000002,0.16927000000000003,-17.331784337485388,25.21610175358235
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-24T20:30:42Z,0.16598000000000002,0.16927000000000003,-17.584336664684834,24.3171198758442
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-25T06:05:07Z,0.16598000000000002,0.16927000000000003,-17.913524258880653,24.027821014507524
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-25T20:31:57Z,0.16598000000000002,0.16927000000000003,-18.200262671811224,23.980303750755
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-26T06:07:42Z,0.16598000000000002,0.16927000000000003,-18.391210389672747,23.952732160716145
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-26T20:33:12Z,0.16598000000000002,0.16927000000000003,-18.3711952645796,24.504432032445575
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-27T06:06:11Z,0.16598000000000002,0.16927000000000003,-18.306417872702113,24.922944077155385
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-29T06:02:11Z,0.16598000000000002,0.16927000000000003,-18.412488461553124,27.160762263712456
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-29T20:38:10Z,0.16598000000000002,0.16927000000000003,-35.71951570164423,-15.183303756370726
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-30T10:32:10Z,0.16598000000000002,0.16927000000000003,-45.69527518190371,-62.439330317438966
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-30T19:13:47Z,0.16598000000000002,0.16927000000000003,-33.49019555226914,-55.02248306911465
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-31T07:52:10Z,0.16598000000000002,0.16927000000000003,-17.120751664467164,-47.3572105772074
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-07-31T18:08:10Z,0.16598000000000002,0.16927000000000003,-10.945338125331,-50.32129801497326
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-01T07:06:48Z,0.16598000000000002,0.16927000000000003,-10.881216324987909,-36.82080426702719
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-01T18:55:27Z,0.16598000000000002,0.16927000000000003,-9.87703667821932,-17.59040145063031
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-02T06:07:09Z,0.16598000000000002,0.16927000000000003,-10.672980482535888,6.1325373845910764
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-02T20:15:24Z,0.16598000000000002,0.16927000000000003,-15.519380243022075,23.3337600198049
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-03T05:57:09Z,0.16598000000000002,0.16927000000000003,-16.433988826993346,27.29690740372085
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-03T20:43:59Z,0.16598000000000002,0.16927000000000003,-18.679864877516213,31.537409479971107
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-04T05:58:08Z,0.16598000000000002,0.16927000000000003,14.389681353377142,-28.899540828223756
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-04T12:58:08Z,0.16598000000000002,0.16927000000000003,39.34370024762043,-74.79434090937333
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-05T06:02:08Z,0.16598000000000002,0.16927000000000003,9.01453840811764,-20.699249241994984
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-05T20:18:08Z,0.16598000000000002,0.16927000000000003,-16.596270283272336,23.578313218851054
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-06T06:09:37Z,0.16598000000000002,0.16927000000000003,-17.80115882875794,24.63547405462792
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-06T20:34:07Z,0.16598000000000002,0.16927000000000003,-18.68942728795252,28.085240693437797
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-07T06:05:26Z,0.16598000000000002,0.16927000000000003,-18.44252137520803,28.55788055483544
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-07T20:33:06Z,0.16598000000000002,0.16927000000000003,-18.32148024091918,28.760744844108626
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-08T06:04:36Z,0.16598000000000002,0.16927000000000003,-18.143573243115164,28.693556766793645
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-08T20:30:06Z,0.16598000000000002,0.16927000000000003,-18.06259502225982,28.202635258401187
6134563,CALBOR,Veneguera,12001,12001001,Biotrack,2002,2003,2002-08-09T06:06:16Z,0.16598000000000002,0.16927000000000003,-18.184527454009945,28.24048087864195
