geo_alfanum,Producer,Year,Colony,zenith_PD1,zenith0_PD1,alpha.mean_PD1,alpha.sd_PD1,Loc_PD1,zenith_PD2,zenith0_PD2,alpha.mean_PD2,alpha.sd_PD2,Loc_PD2,zenith_PR3,zenith0_PR3,alpha.mean_PR3,alpha.sd_PR3,Loc_PR3,zenith,zenith0,alpha.mean,alpha.sd,producer,mean_zenith,mean_zenith0,mean_alpha.mean,mean_alpha.sd
11001,Biotrack,2003,Veneguera,97.6306999234255,99.7632729079172,0.363032259855246,0.0340812863845238,Veneguera,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veneguera,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
12001,Biotrack,2003,Veneguera,97.6038760843719,99.9332325896082,0.568310415092243,0.0504425833378212,Veneguera,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veneguera,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
19001,Biotrack,2003,Veneguera,NA,100.328324853588,0.255326657870001,0.00189167592636665,Veneguera,NA,NA,NA,NA,NA,98.4402490274861,99.1429530575268,0.328812100554125,0.098850491459919,Veneguera,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
33001,Biotrack,2003,Veneguera,97.3695980966536,99.6241142694799,0.425356873645155,0.038070997538144,Veneguera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
41001,Biotrack,2003,Veneguera,95.6230838043334,96.2859840723873,1.51325211792684,0.412277098145446,Veneguera,NA,NA,NA,NA,NA,96.9135644180236,98.0478660317137,0.42129474378229,0.0737435475776013,Veneguera,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
42002,Biotrack,2007,Veneguera,95.6230838043334,96.2859840723873,1.51325211792684,0.412277098145446,Veneguera,NA,NA,NA,NA,NA,98.2590469049675,99.6701936272461,0.41429609731366,0.0573965299902075,Veneguera,NA,NA,NA,NA,NA,96.94106535465045,97.9780888498167,0.96377410762025,0.23483681406782675
47001,Biotrack,2003,Veneguera,95.6230838043334,96.2859840723873,1.51325211792684,0.412277098145446,Veneguera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.02916502266108,98.67646648182605,0.6735796608315925,0.1402043473144085
